brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,product_dimensions
Nike,"50 years after the birth of the genre, hip hop is still influencing streetwear. Nike shoes have always been an integral part of this culture—both influencing and being influenced by iconic musicians, artists and fans. Celebrate half a century of art and culture with platinum and gold records on your soles and metallic gray details on the upper to match. Lace up and get spinning.Throw Ya Hands UpAugust 11, 1973 is known as the day hip hop was born. Music makers and lovers came together at 1520 Sedgwick Avenue for the now famous ""Back to School Jam,"" which changed the course of music history and helped kick off the movement that became hip hop as we know it.Walk This WayElevate your look to platinum status with a microphone charm, as well as gold and platinum records on the pivot points of the outsole.Rapper's DelightThe sockliner features a Nike logo inspired by the ""Parental Advisory"" label, and the tongue features a logo that pays homage to classic performer posters.Leather upper ages to soft perfection.Originally designed for performance hoops, Nike Air cushioning provides lasting comfort.Hook-and-loop ankle strap lets you personalize your fit.More Details  Padded collar Foam midsole Perforations on toe Rubber sole",,"₹ 13,295.00",AIR FORCE 1 HIGH 07 LX BLACKBEACHSMOKE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-high-07-lx-black-beach-smoke,data/raw/superkicks/men-sneakers/images/nike/air force 1 high 07 lx blackbeachsmoke,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air force 1 high 07 lx blackbeachsmoke,Nike,Indonesia,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,FB2049-001,
Jordan,TIMELESS STYLE ICON.The Air Jordan 1 Low OG remakes the classic sneaker with new colors and textures. Premium materials and accents give fresh expression to an all-time favorite.Encapsulated Air unit provides lightweight cushioning.Leather and textile materials in the upper are light and durable.More Details  Wings logo on heel Perforated toe Foam midsole Rubber traction,,"₹ 12,795.00",AIR JORDAN 1 RETRO LOW OG BLACKMUSLIN-TECH GREY-WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-jordan-1-low-og-black-muslin-tech-grey-white,data/raw/superkicks/men-sneakers/images/jordan/air jordan 1 retro low og blackmuslin-tech grey-white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/jordan/air jordan 1 retro low og blackmuslin-tech grey-white,Nike,China,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,CZ0790-001,
Asics,"Basketball heritage meets elevated comfort on the JAPAN S ST sneaker. Based on one of our throwback offerings from 1981, this silhouette evolves an iconic design with amplified cushioning properties. ​This shoe's upper features a synthetic leather construction and several accent details that help create unique color blocking combinations.​The sole's platform tooling is updated with GEL technology underfoot. It's designed to help provide advanced underfoot comfort for today's modern lifestyle.",,"₹ 6,999.00",JAPAN S ST WHITEGLACIER GREY,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/japan-s-st-white-glacier-grey,data/raw/superkicks/men-sneakers/images/asics/japan s st whiteglacier grey,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/asics/japan s st whiteglacier grey,"WING STAR SHOES CO.,LTD.",Cambodia,ASICS INDIA PVT. LTD,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1203A289.104,
Nike,"BRAGGING RIGHTS FOR YOUR FEET. Built to fit your foot and designed for comfort, the Nike Air Huarache brings back a street-level favorite. Soft leather accents on the upper mix with super-breathable, perfectly shined neoprene-like fabric for easy styling. The low-cut collar and bootie-like construction keep it sleek. Its iconic heel clip and stripped away branding keep the early '90s look you love.  Originally designed for performance running, the Nike Air cushioning delivers lasting comfort. The plush foam midsole feels soft and springy. The iconic heel clip and stripped away branding keep the early '90s look you love. The upper features an airy, neoprene-like fabric for added comfort and easy styling. The cushioned inner sleeve stretches to your foot for a personalized fit. The rubber sole adds durability and traction.  Details  Rubber sole Variable width lacing Huarache label on tongue",,"₹ 10,295.00",AIR HUARACHE BLACKWHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-huarache-black-white,data/raw/superkicks/men-sneakers/images/nike/air huarache blackwhite,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air huarache blackwhite,Nike,Vietnam,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 pair,Superkicks India Pvt. Ltd.,DD1068-001,
Nike,"Created for the hardwood but taken to the streets, the b-ball icon returns with crisp synthetic leather and retro colors. The classic design channels '80s vintage back onto the streets while the padded, high-top collar adds an old-school look rooted to comfort.synthetic leather and textile upper softens and gains vintage character with wear.High-top collar, tongue shape and perforations on the toe box add an iconic look that stays true to the original.Rubber sole has a full cupsole stitch for exceptional durability.",,"₹ 11,495.00",DUNK HIGH RETRO SEMONARCHMONARCH-SAIL,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/dunk-high-retro-semonarch-monarch-sail,data/raw/superkicks/men-sneakers/images/nike/dunk high retro semonarchmonarch-sail,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/dunk high retro semonarchmonarch-sail,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DV7223-800,
Adidas Originals,"An icon for decades, adidas Samba shoes originated on the indoor field — but they're made for your everyday look. This edition takes design inspiration from Los Angeles football culture, shaping a clean look that stands out while keeping things low-key. A premium suede upper and classic gum sole are hallmarks of heritage style. Pair this casual confidence with everything from tapered pants to loose-fit denim.",,"₹ 11,999.00",SAMBA OG COLLEGIATE GREENFTWR WHITEGUM4,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/samba-og-collegiate-green-ftwr-white-gum4,data/raw/superkicks/men-sneakers/images/adidas originals/samba og collegiate greenftwr whitegum4,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/samba og collegiate greenftwr whitegum4,Adidas,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,ID2054,
Adidas Originals,A CHUNKY TRAINER THAT BLENDS STYLE AND COMFORT. Step into the '90s with modern comfort. The adidas OZWEEGO shoes bring ultimate comfort with an EVA midsole with Adiprene and Adiprene+. Premium leather and suede panelling on the textile upper mirrors the sculpted sole for a cohesive dynamic shape in the classic OZWEEGO style. Keep your feet happy and your look bold when you add these to your rotation.,,"₹ 13,999.00",OZWEEGO GREY ONEWONDER BLUEWHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ozweego-grey-one-wonder-blue-white,data/raw/superkicks/men-sneakers/images/adidas originals/ozweego grey onewonder bluewhite,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/ozweego grey onewonder bluewhite,Adidas India Pvt. Ltd.,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,ID9822,
Adidas Originals,"FUTURISTIC SHELL-TOE SHOES THAT ARE MADE WITH NATURE. The adidas Superstar shoes are entering the metaverse, thanks to this unique expression of the shell-toe silhouette. This chunky, slip-on version is built with foam material made in part from sugarcane, to create a one-of-a-kind design. Step at once into the forefront of sustainability and the future of fashion. These shoes are made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",,"₹ 7,999.00",ADIFOM SUPERSTAR CORE WHITEBLACK,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/adifom-superstar-core-white-black,data/raw/superkicks/men-sneakers/images/adidas originals/adifom superstar core whiteblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/adifom superstar core whiteblack,Adidas India Pvt. Ltd.,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,HQ8750,
Adidas Originals,"A BASKETBALL CLASSIC MADE IN PART WITH RECYCLED CONTENT. adidas Forum shoes make a big impression wherever they go. It's not just the iconic X detail or the padded ankle strap. It's the confident swagger that's been part of their vibe since they debuted on the hardwood in the '80s. This version has a dip-dye upper that's bold, bright and guaranteed to turn heads. Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content. Details     Regular fit Lace closure with hook-and-loop strap Suede and mesh upper Synthetic leather lining Mesh sockliner Rubber outsole 25% of pieces used to make the upper are made with a minimum of 50% recycled content",,"₹ 15,199.00",FORUM 84 LOW 8K CLEAR AQUA,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/forum-84-low-8k-clear-aqua,data/raw/superkicks/men-sneakers/images/adidas originals/forum 84 low 8k clear aqua,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/forum 84 low 8k clear aqua,adidas India Marketing Private Ltd.,China,adidas India Marketing Private Ltd.,0.95 KG,SHOE,,Superkicks India Pvt. Ltd.,GZ6479,
Asics,"British fashion entity, Vivienne Westwood delves into the brand’s archives once again to reconstruct the GEL-KAYANO 27 running shoe with various punk and new wave design influences. The sneaker riffs on the World of Westwood’s use of latex stockings, which is translated onto the semi-translucent TPU material that covers the upper. Converted into a sock-like formation with a zip closure at the ankle, this shoe is also contrasted with the designer’s Orb Saturn logo on the heel. Lastly, the performance tooling from the GEL-KAYANO 27 shoe remains intact, featuring a combination of GEL technology and FLYTEFOAM Propel cushioning that provide advanced shock absorption.",,"₹ 15,999.00",VIVIENNE WESTWOOD GEL-KAYANO 27 LTX,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/vivienne-westwood-gel-kayano-27-ltx,data/raw/superkicks/men-sneakers/images/asics/vivienne westwood gel-kayano 27 ltx,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/asics/vivienne westwood gel-kayano 27 ltx,POUYUEN VIETNAM COMPANY LIMITED,VIETNAM,ASICS INDIA PVT. LTD,1.00 KG,Shoes,1 Pair,SUPER KICKS INDIA PVT. LTD,1201A115.001,34cms x 21cms x 13cms
Adidas Originals,"SLEEK SHOES WITH RETRO INSPIRATION. When retro meets innovation, your next pair of shoes is born. Inspired by the classic adidas Country profile, these must-haves rock a crisp T-toe overlay, serrated 3-Stripes and an unmistakable heel. The nylon upper and suede overlays mix up materials for a sleek look, but it's the leather eyestay that adds a premium touch of luxury. Comfort comes in strong with a cushy EVA midsole plus a grippy rubber outsole to grab the ground beneath your feet.",,"₹ 9,999.00",COUNTRY XLG DARK BLUESILVER METALLIC,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/country-xlg-dark-blue-silver-metallic,data/raw/superkicks/men-sneakers/images/adidas originals/country xlg dark bluesilver metallic,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/country xlg dark bluesilver metallic,Adidas India Pvt. Ltd.,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,ID0364,
Nike,"CELEBRATE BIG AIR.The Nike Air Max 90 LTR stays true to its OG running roots with the iconic Waffle outsole, stitched overlays of smoothed leather and classic, color-accented TPU plates. The monochromatic upper provides versatile styling options while Max Air cushioning adds comfort to your step.Originally designed for running, the Max Air unit in the heel adds unbelievable cushioning.The low-top design combines with padded collar for a sleek look that feels soft and comfortable.The rubber Waffle outsole adds heritage look, traction and durability.Stitched leather overlays and TPU accents add durability, comfort and the iconic '90s look you desire.More Details  Foam midsole offers durable cushioning",,"₹ 11,495.00",AIR MAX 90 LTR BLACKBLACK-BLACK,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-90-ltr-black-black-black,data/raw/superkicks/men-sneakers/images/nike/air max 90 ltr blackblack-black,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air max 90 ltr blackblack-black,Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,CZ5594-001,
Reebok,"Voted ""most popular"" since 1994, the fierce Instapump Fury OG is unrivaled. Designed in collaboration with fashion-forward label Opening Ceremony, these shoes look fresh in plaid. They feature an iconic Pump on the upper for bold, '90s-inspired attitude and a personalized fit.",,"₹ 9,599.00",OPENING CEREMONY INSTAPUMP FURY GREEN,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/opening-ceremony-instapump-fury-green,data/raw/superkicks/men-sneakers/images/reebok/opening ceremony instapump fury green,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/opening ceremony instapump fury green,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,FW2474,
Nike,"Space Hippie is a story of trash transformed. From the label to the outsole, these visionary running shoes are made from at least 20% recycled materials by weight. Not only is the 04 the most lightweight silhouette in the collection, its colourful ""Space Waste Yarn"" upper, made from recycled plastic bottles, t-shirts and yarn scraps, includes approximately 80% recycled content by weight. A soft midsole combines Nike grind with a blend of foams for stability and a fun, speckled aesthetic.",,"₹ 10,396.00",SPACE HIPPIE 04  LEMON TWIST ,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/space-hippie-04-lemon-twist,data/raw/superkicks/men-sneakers/images/nike/space hippie 04  lemon twist ,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/space hippie 04  lemon twist ,"CHANGSHIN VIETNAM CO., LTD.",Viet Nam,Nike India Private Limited,0.95,SHOE,1 Pair,SUPER KICKS INDIA PVT. LTD,DQ2897-700,
Nike,"Layer on style with the Air Max 97. The original look (inspired by Japanese bullet trains and water droplets) still takes center stage, while a mix of breathable and durable materials let you ride in first-class comfort.Synthetic Leather in the upper keeps the fluid look of the original while adding durability.Breathable fabric underlays help keep it airy.Originally designed for performance running, the full-length Max Air unit adds soft cushioning.Hidden lacing system was a first of its kind and delivers a streamlined look.Pull tabs on heel and tongue for easy on and off.Rubber outsole gives you durable traction.More Details  Round laces Embroidered Swoosh Foam midsole Not intended for use as Personal Protective Equipment (PPE)",,"₹ 16,995.00",AIR MAX 97 PURE PLATINUMVOLT-BLACK-WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-97-pure-platinum-volt-black-white,data/raw/superkicks/men-sneakers/images/nike/air max 97 pure platinumvolt-black-white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air max 97 pure platinumvolt-black-white,Nike,Vietnam,Nike India Pvt. Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DX4235-001,
Adidas Originals,A CHUNKY TRAINER THAT BLENDS STYLE AND COMFORT. Step into the '90s with modern comfort. The adidas OZWEEGO shoes bring ultimate comfort with an EVA midsole with Adiprene and Adiprene+. Premium leather and suede paneling on the textile upper mirrors the sculpted sole for a cohesive dynamic shape in the classic OZWEEGO style. Keep your feet happy and your look bold when you add these to your rotation.,,"₹ 13,999.00",OZWEEGO MAGIC BEIGECLAY STRATASAND STRATA,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ozweego-magic-beige-clay-strata-sand-strata,data/raw/superkicks/men-sneakers/images/adidas originals/ozweego magic beigeclay stratasand strata,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/ozweego magic beigeclay stratasand strata,Adidas,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,ID9821,
Nike,"Celebrate the love and joy of the game with the Nike Cosmic Unity 2. Made with at least 20% recycled content by weight, it provides enhanced responsiveness and support. This shoe will help keep you fresh and secure without overloading it with extra ounces, so that you can focus on locking down the perimeter defensively or starting the fast break after a rebound.Balance the KeysNew material in the upper balances stability and containment. A full-length Air Zoom Strobel with foam in the midsole provides the energy return you need to play extended minutes. It gives your feet more access to the benefits of the pillowy, underfoot cushioning for all-game comfort.On-Court TractionA thin, durable outsole that uses rubber provides the on-court traction that can help you move off the ball and find the room necessary to take deep jumpers. It's designed to help contain sudden changes of movement and keep you contained when trying to shake free from the defense.",,"₹ 13,995.00",COSMIC UNITY 2 COCONUT MILKTEAM RED,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/cosmic-unity-2-coconut-milk-team-red,data/raw/superkicks/men-sneakers/images/nike/cosmic unity 2 coconut milkteam red,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/cosmic unity 2 coconut milkteam red,Nike,Vietnam,Nike India Pvt.Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DH1537-102,
Vans,"First known as the Vans #36, the Old Skool debuted in 1977 with a unique new addition: a random doodle drawn by founder Paul Van Doren, and originally referred to as the “jazz stripe.” Today, the famous Vans Sidestripe has become the unmistakable-and instantly recognizable-hallmark of the Vans brand. Featuring durable suede and canvas uppers, the Utility Pop Old Skool pays homage to our heritage while ensuring that this low top, lace-up shoe remains as iconic as ever. It also includes re-enforced toe caps, supportive padded collars, and signature rubber waffle outsoles.",,"₹ 4,499.00",UTILITY POP OLD SKOOL YELLOW,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/utility-pop-old-skool-yellow,data/raw/superkicks/men-sneakers/images/vans/utility pop old skool yellow,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/vans/utility pop old skool yellow,Cravatex Brands Limited,Vietnam,Cravatex Brands Limited,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,71002978,
Nike,"The Nike Air Force 1 Mid '07 is everything you know best: ‘80s construction, smooth leather and nothin’-but-net style. Plus, we're taking it up a notch with a padded, mid-cut collar with an adjustable strap.From tough stitching to pristine leather to the cupsole design, it delivers durable style that’s smoother than backboard glass.Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.Hook-and-loop closure lets you personalize your fit.Rubber outsole with heritage pivot circles adds traction and durability.More Details  Perforations on toe",,"₹ 10,795.00",AIR FORCE 1 MID 07 WHITEBLACK-WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-mid-07-white-black-white,data/raw/superkicks/men-sneakers/images/nike/air force 1 mid 07 whiteblack-white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air force 1 mid 07 whiteblack-white,Nike,Indonesia,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DV0806-101,
Nike,"So you're in love with the classic look of the '90s, but you've got a thing for today's fast-paced culture. Meet the Air Max TW. Inspired by the treasured franchise that brought Nike Air cushioning to the world and laid the foundation for the track-to-street aesthetic, its eye-catching design delivers a 1–2 punch of comfort and fashion. Ready to highlight any 'fit, its lightweight upper pairs angular and organic lines to create an entrancing haptic effect. The contrasting colourways make it easy to style. And if you're ready for the next step, the 5 windows underfoot deliver a modern edge to visible Air cushioning.",,"₹ 14,995.00",AIR MAX TW WHITEBLACK,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-tw-white-black,data/raw/superkicks/men-sneakers/images/nike/air max tw whiteblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air max tw whiteblack,Nike,Indonesia,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DQ3984-103,
Adidas Originals,"ADIDAS X JEREMY'S SCOTT'S WINGED FORUM SHOES RETURN. Together, Jeremy Scott and adidas have been exploring the outer realms of style for decades. So why stop now? With this most recent collaboration, we throw it back to one of the designer's most iconic moments — his winged shoes. The reflective synthetic leather upper is all about opulence.",,"₹ 21,999.00",JEREMY SCOTT OPAL WINGS 4.0 WHITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/copy-of-jeremy-scott-opal-wings-4-0-shoes,data/raw/superkicks/men-sneakers/images/adidas originals/jeremy scott opal wings 4.0 white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/jeremy scott opal wings 4.0 white,Adidas,China,adidas India Marketing Private Ltd.,0.95Kg,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE6861,
Reebok,"Reebok and DC have joined forces to create these sneakers. These Fluffipuff shoes represent Batman and his high-tech Batsuit. Kevlar materials, moulded armour components, and battle scuffs encapsulate Batman's crime fighting equipment. A reflective logo resembles the bat signal in the dark night sky and removable lace gauntlets for ultimate protection.",,"₹ 6,399.00",FLUFFIPUFF CBLACK,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/fluffipuff-cblack,data/raw/superkicks/men-sneakers/images/reebok/fluffipuff cblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/fluffipuff cblack,Reebok India Pvt. Ltd.,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,HQ4589,
Asics,The EX89™ sneaker blends the heritage influences of the GEL-EXTREME™ basketball shoe from 1989 with modern cushioning properties. It was originally created by Toshikazu Kayano in the late 1980s as his first design project with ASICS. The upper’s layered leather construction is also met with spirited color blocking that matches the era’s iconic NBA team uniforms. We updated the cushioning system with our FF BLAST™ technology. It's met with a sculpted heel shape to improve underfoot comfort during everyday scenarios. The outsole’s pattern is meant to mirror the view of a city from the sky. This functional grip feature was initially inspired by the designer’s first business trip to the United States in 1987.,,"₹ 9,999.00",EX89 WHITEMIDNIGHT,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ex89-white-midnight,data/raw/superkicks/men-sneakers/images/asics/ex89 whitemidnight,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/asics/ex89 whitemidnight,Asics,Vietnam,Asics India Pvt Ltd,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1201A476.112,
Nike,"The radiance lives on with the b-ball original. Crossing hardwood comfort with off-court flair, it puts a fresh spin on what you know best: ‘80s-inspired construction, bold details and nothin’-but-net style.From tough stitching to pristine leather, it delivers durable style that’s smoother than backboard glass.Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.Rubber outsole with pivot circles adds traction and durability.Padded, low-cut collar looks sleek and feels great.",,"₹ 9,695.00",AIR FORCE 1 07 WHITEWHITE-BRONZINE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-07-white-white-bronzine,data/raw/superkicks/men-sneakers/images/nike/air force 1 07 whitewhite-bronzine,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air force 1 07 whitewhite-bronzine,Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DV0788-104,
Jordan,"Premium suede and Jordan Brand's signature Formula 23 foam come together to give you an extra luxurious (and extra cosy) AJ1. You don't need to play ""either or"" when it comes to choosing style or comfort with this one—which is nice, 'cause you deserve both.",,"₹ 13,295.00",AIR JORDAN 1 ZOOM CMFT 2 BROWNGOLD,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-jordan-1-zoom-cmft-2-brown-gold,data/raw/superkicks/men-sneakers/images/jordan/air jordan 1 zoom cmft 2 browngold,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/jordan/air jordan 1 zoom cmft 2 browngold,Nike,Indonesia,Nike India Pvt. Ltd.,0.95kg,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DV1307-180,
Asics,The EX89™ sneaker blends the heritage influences of the GEL-EXTREME™ basketball shoe from 1989 with modern cushioning properties. It was originally created by Toshikazu Kayano in the late 1980s as his first design project with ASICS. The upper’s layered leather construction is also met with spirited color blocking that matches the era’s iconic NBA team uniforms. We updated the cushioning system with our FF BLAST™ technology. It's met with a sculpted heel shape to improve underfoot comfort during everyday scenarios. The outsole’s pattern is meant to mirror the view of a city from the sky. This functional grip feature was initially inspired by the designer’s first business trip to the United States in 1987.,,"₹ 9,999.00",EX89 WHITEHABANERO,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ex89-white-habanero,data/raw/superkicks/men-sneakers/images/asics/ex89 whitehabanero,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/asics/ex89 whitehabanero,Asics,Vietnam,Asics India Pvt Ltd,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1201A476.109,
Clarks Originals,"With its FSC®-certified crepe sole, perforated upper and flexible EVA insert, retro-runner Tor Run champions considered design and next-level comfort. Here, our heritage-inspired sneaker is enhanced with a tactile brown and orange material mix and a veg tanned leather heel that ages beautifully over time. Slick style and feel-good wear, combined.   Premium perforated brown and orange nubuck and leather upper Heritage stitch-down construction Soft sheepskin lining Natural, renewable, Forest Stewardship Council®-certified rubber crepe sole Lightweight, flexible EVA insert in sole delivers next-level stability Finished with two signature Clarks Originals fobs",,"₹ 13,999.00",TOR RUN BROWNORANGE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/tor-run-brown-orange,data/raw/superkicks/men-sneakers/images/clarks originals/tor run brownorange,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/clarks originals/tor run brownorange,Clarks Rellance Footwear Pvt. Ltd.,Vietnam,Clarks Rellance Footwear Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,26170543,
Jordan,"You can't help but look cool in low tops that meld high-end craft with high-tech features. Airy ripstop and soft suede pair with a seamless interior. The result? Classic low-top looks and the premium comfort you expect from Jordan Brand.  Made with durable suede and ripstop, the upper is lightweight and comfortable. Rubber outsole offers ample traction. Seamless interior helps prevent abrasions.",,"₹ 10,236.00",DELTA 3 LOW BLACKWOLF GREY-WHITE-CHERRYWOOD RED,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/jordan-delta-3-low-black-wolf-grey-white-cherrywood-red,data/raw/superkicks/men-sneakers/images/jordan/delta 3 low blackwolf grey-white-cherrywood red,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/jordan/delta 3 low blackwolf grey-white-cherrywood red,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DN2647-001,
Adidas Originals,"SAMBA ORIGINALS Born on the pitch, the Samba is a timeless icon of street style. This silhouette stays true to its legacy with a tasteful, low-profile, soft leather upper, suede overlays and gum sole, making it a staple in everyone's closet - on and off the pitch.",,"₹ 11,999.00",SAMBA OG CLOUD WHITECORE BLACKCLEAR GRANITE,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/samba-og-cloud-white-core-black-clear-granite,data/raw/superkicks/men-sneakers/images/adidas originals/samba og cloud whitecore blackclear granite,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/samba og cloud whitecore blackclear granite,Adidas India Pvt. Ltd.,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,B75806,
